"Not recommended, pengantaran tidak sesuai janji jadi mundur 1 hari, pelayanan kurang ramah di chat , slow response untuk kabar nya, cucian masih kotor, dan untuk masuk ke laundry harus ke gang sempit jadi tidak bisa masuk mobil",0
laundry mahal,0
Terima kasih atas cucian baju ini dan lipatnya rapi bisa di atar juga,1
"enak si laundry di sini bisa antar jemput, hasilnya juga rapi, bisa milih tipe pewangi",1
"Harganya sesuai, pelayanan juga memuaskan. Varian parfum juga banyak. Sukses terus ya kak.",1
"Laundry paling best di kota malang, bersih wangi cepet untuk varian wangi juga bisa request, keren banget",1
Pakaiannya wangi banget. Dan suka banget sistem antar jemputnya,1
"Harganya terjangkau, kualitasnya oke. Recomended dan sangat membantu",1
Terima kasih pelayananya sangat bagus semoga sukses selalu,1
"Pelayanan baik, adminnya ramah, hasil laundry wangi dan rapi. Recommended",1
"admin fast respon dan ramah, pilihan parfum banyak, baju jadi wangi tahan lama",1
Laundry mudah bisa dianter kerumah pelayanan baik pilihan parfum banyak,1
"sangat memuaskan, cepet banget, rapi bersih wangi. terbaik. bisa diantar jemput kerumah lagi sangat membantu",1
Bajunya bersih banget dan wangi. Bisa antar jemput juga cocok buat yang sibuk kerja tapi pengen laundry cepet,1
"Terima kasih kak, baju saya sangat harum dan harganya terjangkau meskipun sudah di antar jemput",1
"Hasilnya rapi, bersih, harum. bukanya sampek malem jadi gak perlu khawatir pulang kantor malem tetep bisa laundry",1
Barangnya waktu kembali tidak lengkap,0
"Terimakasih kak, sangat membantu. Varian parfumnya juga banyak dan rasanya soft.",1
"Hasil cuciannya bersih , wangi , setrikanya rapi. Parfum bisa pilih sesuai keinginan kita.",1
"Laundry disini enak banget, wangi, bisa pilih parfum, adminnya juga ramah.",1
"Hasil laundryannya super wangi , bersih , rapi . Dan pelayanan nya pun ramah sesuai estimasi",1
"Laundry yang oke, kualitas bagus, harga terjangkau dan sangat memudahkan dg adanya antar jemput",1
"Baunya enak kak, wanginya manis tapi nggak nyengat. Terus juga selimutnya jadi lembut. Adminnya juga ramah",1
"Baik banget dan sabar adminnya, baju juga bersih dan wangi, tepat waktu juga selesainya. Good Job",1
Antar jemputnya cepat banget bisa sampe malam juga. Fast respon. Bajunya bersih dan wanginya terasa banget,1
"Parfum nya enak, respon ramah, fast respon, terjamin rapi",1
"Cuciannya bersih, rapi juga. Pelayannya ramah. Tapi pengantarannya perlu sedikit ditingkatkan lagi.",1
"Adminnya super fast response, price very affordable. Service memuaskan. Bisa layanan pick up",1
"Hasil cucian nya bersih dan wangi juga, bisa antar jemput ya",1
"Baju bajunya masih kusut, datengnya nggak tepat waktu, cuman wangi nya aja yang enak",0
"Laundry memuaskan, harga terjangkau, varian parfum juga banyak, dan antar jemput juga",1
"Pelayanannya memuaskan, hasilnya juga wangi dan rapi serta tepat waktu, terima kasih",1
"responsif, murah, dan cepat. hasilnya juga wangi dan rapi yang paling penting bisa antar jemput. recommended bangetlah pokoknya",1
Adminnya ramah banget enak diajak komunikasi. Laundrianku bersih wangi dan rapi banget,1
"Kakaknya baik banget, ramah, laundry nya pun bersih wangi",1
Tidak direkomendasikan karena tidak tepat waktu dan baju ada yg tertukar,0
"Terima kasih kak pelayanannya sangat membantu, semoga sukses kedepannya.",1
"Bersih, rapi dan wangi banget, sesuai waktu pengerjaan dan kakaknya ramah banget, Terima kasih",1
"Cucian bajunya rapi, harum, dan cepat. Sepatunya juga dicuci seperti baru. Mantap deh.",1
Layanan memuaskan. Harga terbilang murah. Kakaknya juga merespon dengan baik melalui WhatsApp,1
"pafrumnya harum, pelayanannya juga ramah, rapi juga, terimakasih kak",1
"adminya ramah sangat kominakatif, fast respon, hasil laundry memuaskan, sangat recommended.",1
"Pelayanannya sangat ramah, selesainya cepat dan bersih. Bakal langganan deh",1
Cucian telat diantarkan sampai nggak ada baju. ASU,0
"Pelayanan ramah, hasil laundry nya wangi, Bersih Dan rapi. Oke pokoknya",1
"Respon pick up cepat, hasil cucian bersih, wangi, dan rapi pengemasan nya.",1
"Laundryan bagus, cepat soalnya apalagi ngambil dan diantar juga kan! Jadi fix laundry oke",1
"Pelayanan nya baik, ramah, dan hasilnya memuaskan. Go yasashi laundry",1
"Seneng banget nyuci d tempat "" Yasashii Laundry "" hasil nya memuaskan wangi dan setrikaan Licin hasil nya terimakasih",1
Nice clean. Pelayanan top terimakasih sukses selalu kak ,1
"Pelayanannya ramah, laundry langganan di malang. Sukses terus mbak",1
"Keren pokoknya, bau pakaiannya wangi, favorit sih",1
Pelayanan oke banget. Harga terjangkua banget,1
"Penjual ramah, hasil baju wangi dan rapi, bisa antar jemput jadi gaperlu repot",1
"Setrikaannya rapi, wangi, diantar dan dijemput sesuai permintaan juga. oke deh pokoknya",1
"Fast respon, Pelayanannya baik dan ramah. Sangat rekomended. Terima kasih",1
Pelayanan sangat cepat baju jadi rapi dan harum sangat puas pokoknya,1
"Pelayanan memuaskan, harga juga terjangkau. Recommended banget pokoknya",1
"On time, hasil cucian-nya wangi dan lembut serta harga terjangkau",1
"Cucian bersih, setrika wangi pelayanan oke. recomended guys, bisa d pick up lagi",1
Udah langganan kok lama kelamaan di wa di telepon gak di respon sama sekali,0
Pelayanannya ok banget. Fast respon. Bersih. Dan wangi banget. suka,1
"Loundry disini aja, recomended banget, bakal jadi langganan nih, layanannya ramah soalnya",1
Terimakasih telah melayani kami dengan baik saya merasa puas dengan hasil kerja anda.,1
"Mau laundry anda terjamin bersih, rapi dan wanginya disini saja",1
"Pelayanan baik,ramah,bisa diambil dirumah,cepat,dan bersih",1
"Pelayanannya ramah, untuk proses pembayaran juga bisa transfer.",1
"Laundry disini super bagus, admin ramah dan hasil memuaskan.",1
Cepet selesai pengerjaannya. Membantu sekali untuk yang malas mencuci,1
"Laundry nya sangat bagus, rapi, bersih, cepat. Cuma satu hal, kurang dapat bonusan bonusan nya",1
Enak bisa beres cucian pas sibuk sibuknya,1
Pelayanan yang memuaskan dan bisa antar jemput.,1
"Suka sekali bersih wangi rapi, bisa buat langganan tempatnya",1
"Bisa antar, rapi dan harum, sangat recomended",1
Buat yang butuh laundry cepet aku recomend banget deh,1
"Bersih, Wangi, Express. Recomended Laundry ketika berlibur di daerah Tlogomas Malang",1
Terimakasih ya mbak telah memberi pelayanan baik kepada kami,1
"pengerjaan tepat waktu dan rapi, adminnya juga ramah",1
"Recomended, pas butuh, bisa jemput. Sangat membantu. Terima kasih.",1
Pelayanan laundry nya sangat membantu dan memuaskan,1
"Hasil laundry rapi, wangi, dan bersih. Free ongkir pula. Recomended",1
"laundry nya memuaskan, wangi, rapi, good pokoknya deh",1
Tempat Laundry 24 jam,1
Pelayanan baik. Pakaian bersih dan wangi,1
Kualitasnya Bener bener bagus dan harganya sangat terjangkau,1
Tempatkan laundrymu di sini dan dapatkan pelayanan yang memuaskan!,1
pelayanan sangat tidak tepat waktu dan tidak bisa diharapkan!,0
nice service. mba nya ramah,1
"Wangi banget hasilnya, packing juga rapi",1
Laundry wangi rapi waktunya sesuai makasih banyak,1
"Cepat, bersih dan harum, makasih ya",1
Pelayanan baik. Admin asik,1
Lama pengantarannya dan suka telat,0
Sangat memuaskan karena bersih Rapih dan wangi,1
Laundry di yasashi bikin ketagihan untuk laundry lagi,1
Mantep dan recomended lah pokoknya,1
laundry nya recomended gaes cuss nggak usah di raguin,1
lelet,0
Terima kasih ya kak sangat membantu,1
Karena pelayanan baik cepat bersih ,1
"Pelayanannya bagus, recommended banget deh",1
Hasil cuciannya bersih setrikaannya rapi,1
"Bisa dianter jemput, bajunya juga rapih wangi",1
Laundrynya recomended banget,1
Pelayanan mantab,1
"Pelayanannya bagus kak, recommend banget pokoknya.",1
Sangat bagus dan memuaskan hasilnya,1
Terimaksih banyak laundry bersih banget,1
Laundry e terjangkau banget ,1
"Harganya terjangkau, bersih, wangi",1
Laundryannya memuaskan wanginya seger,1
laundry recommend harga terjangkau,1
"Owner ramah,recomend banget deh",1
Bagus rapi bersih indah wangi,1
Karena pelayanan cepat dan bersih,1
Tepat waktu dan bersih,1
Lumayan,1
Admin nya baik,1
Mantap,1
Pelayanan bagus. Cepat rapi,1
full service Makasih ,1
Terbaik dan ramah,1
Laundry membantu,1
Tidak mengecewakan,1
Pelayanan mantab,1
BERSIH DAN RAPI  DAN NYAMAN,1
Laundry paling gercep,1
Mantap wangi dan bersih,1
Makasih bersih dan wangi,1
Pelayanan prima,1
"Wangi, cepat, murah",1
Bagus,1
Mantap wangi,1
"Amburadul. waktu selasai molor, penataan baju bajunya kayak tumpukan barang bekas, pasti banyak yang hilang baju",0
"maaf sekali saya harus riview disini,sprei dan baju saya banyak yg hilang. order reguler setelah 4 hari gaada kabar adminnya bohong katanya masih di packing. saya samperin kesana karena mau saya pake eh ternyata belum disetrika. ",0
"bersih, harum dan cepat",1
Sabuknya hilang,0
Ga rekomend Ga professional,0
"Saya kehilangan baju dua celana. Dan tidak di berikan solusi atau ganti rugi padahal di fiturnya jelas ada foto bajunya dan ketika balik gak ada kan aneh. dan kebetulan bajunya adalah baju kesukaan banget dan yang satu baru beli pula, katanya sudah sesuai SOP cuma mana tau kalo human error",0
"Pertama kali laundry di sini, adminnya bilang kalau pertama free laundry bed cover, dan nyuruh nyiapin bed covernya, pas udah selesai bed covernya malah diitung juga",0
"MAHAL, baju cuman 6 lembar dan handuk kecil 1 total 21 ribu, di nota dikasih bilang 4kg, padahal aku timbang sendiri 2kg an",0
Pelayanan cepat dan ramah,1
"Bersih, wangi, dan tepat waktu, recommend ",1
"Pelayanan top, bisa antar jemput, hasilnya bersih, rapi, dan cepat.",1
"Pelayanan antar jemputnya cepat banget. Hasil laundrynya juga bersih,rapi dan juga wangi.",1
"Pengalaman laundry yang memuaskan ketika di Malang, harga terjangkau kualitas juga oke",1
"Bersih,cepat dan pelayanan yang bagus",1
Bagus,1
"Ramah, cepat, terjangkau, rapi dan bersih. Recomended bnget. Sip.",1
Mantap. Bersih. Ga cuman sekedar wangi.,1
"Laundryannya bersih, wangi, dan harganya juga cukup terjangkau",1
Harga sesuai dengan request waktu. Mantap.,1
"Bagus, tepat waktu, terjangkau",1
Setrikaan rapi. Harum. Dan juga owner responsif banget,1
pengerjaan laundry nya selalu on time dan hasilnya wangi,1
Hasilnya rapi dan wangi. Bisa antar jemput pakaian.,1
"layanan cepat, ramah, dan mudah. Keren",1
Pelayanan okeh banget. recomended,1
Pelayanan bagus,1
Lanyanan Cepat dan On time.,1
Pelayanan nya memuaskan,1
nyaman,1
Sip,1
Mantab,1
Good. Profesional,1
Mantap,1
Layanan buruk,0
Layanan bagus,1
Ini express tapi masuk siang ga bisa selesai malamnya. Mungkin karena puasa yang tutup jam 16.00,0
"walau hari libur tetap dilayani, recomended",1
Kurang ramah,0
Cepat dan rapi,1
"cepat, bersih, wangi, respon baik, terima kasih",1
Bersih dan harum,1
Nice. Pelayanan ramah dan rapih,1
bagus kayak nyuci baju sendri,1
Cuci setrika 12jam jadi MANTAP,1
Nomor Telepon dan WA Tidak update,0
Murah meriah,1
"Bersih,harum",1
Mantap,1
"Anita sangat baik dan binatu sangat baik: terlipat, bersih, dan berbau harum. Saya merekomendasikan pasti untuk kebutuhan binatu selama perjalanan atau lainnya. Harga juga terjangkau dibandingkan dengan layanan binatu hotel.",1
"Layanan hebat, nilai uang dan dijemput dan dikembalikan ke hotel untuk saya. Sangat direkomendasikan",1
"Layanan hebat, dijemput dan dikirim kembali ke hotel, bersih dan terlipat! Anne Rose menyampaikan layanan yang luar biasa Terima kasih",1
kerja bagus,1
Bagus,1
Good,1
"really express, nice",1
Good service,1
Bagus banget wangi lagi nggak nyesal kalo laundry dsini,1
Terimakasih pelayanannya membantu,1
Oke,1
"Pemilik yang baik, respon yang baik, cepat, bersih dan lembut",1
"Laudrynya keren, bagus dan halus. Ini adalah favorit saya.",1
Layanan binatu yang sangat bagus dan dapat diandalkan,1
pelayanan yang baik,1
"Direkomendasikan! Pelayanan bagus, baju bersih dan wangi sekali.",1
"Laundry rumahan, jadi siap-siap ditolak kalau dia sudah penuh ga nerima order lagi. Hasil laundry memuaskan, orangnya juga ramah.",1
"Pelayanan Baik dan fast respon, hasilnya rapi dan gak mengecewakan",1
Bersih dan bau wanginya tidak mennyengat,1
"Cepat,wangi,bersih,terpercaya",1
Cepat pelayanannya,1
"Jos hasil cuciannya, ngga salah ngelaundry disini.",1
"pegawai tidak ramah sama sekali, etika 0, kesopanan 0, kasar banget, mana saya rugi dan harus bayar ulang 10k karena pegawai tidak memberikan arahan.",0
"Ga sesuai sama iklannya, loundry kilat. Udah 3x, kesana masukin cucian siang, mau tak ambil sore atau malam, dibilang ga bisa jadi hari yg sama alasan nya penuh, lagu rame, tenaganya kurang. Pegawainya juga ga ramah sama sekali. Ga rekomended.",0
"Pelayanan kurang baik pegawai ndak ramah sama sekali langganan sudah lama disini pelayanan kurang baik, pegawai sering ganti Sudah enak Cocok sama pegawai lain diganti terus bkin kecewa pelanggan, pegawai nggak ada senyum senyumnya! Tolong diperhatikan pegawainya. Terimakasih",0
"pegawainya ga sopan sama ga respect sama pelanggan. nyetel musiknya kenceng bgt kaya mau konser. semoga dapet pegawai yg better kedepannya, amin.",0
"Jadi pelanggan sudah 2 tahun, makin jelek kualitas petugasnya. kasihan pengusahanya",0
"lama banget 2x dari estimasi di nota padahal mesin cucinya ada 7, awalnya ada antrian 4 keranjang dan 1 customer yg nyuci sendiri, eh ternyata lebih mendahulukan yang cuciannya banyak, jangan sepelekan yang kecil karena sebelum besar pasti dari kecil dulu, rekomended banget buat kaum rebahan",0
Pegawaine ra ramah blas lagi pertama ke cabang soba. Biasanya ke cabang kratonan. Pegawaine ra enek ramah ramah e,0
"Jam buka 08.00, tapi jam 08.53 air tandon masih belum penuh‚ Yang bener aja",0
"Awalnya cari laundry agar bisa sehari jadi. Nemu laundry ini kalau dilihat lihat ulasan dan ratingnya bagus. Eh kenyataannya, pelayanan mengecewakan sekali. Baju baju saya tidak ada yang disetrika. Jelas terlihat karena masih dilipat asal dan masih kusut. Jelas kecewa. Bagaimana bisa diantar ke costumer tanpa di setrika.",0
kalo gamau bayar mahal tapi kualitas laundry nya jelek jangan laundry disini deh buang buang uang doang,0
Setrikaan ya kurang rapih harga terlalu mahal kayak di lipat saja,0
Tidak ada proses check recheck atau reconfirm ke pihak yg melakukan order apabila ada perbedaan instruksi pada saat order pertama kali by Wa dengan saat kurir pick up.,0
"Orang cuci baju dua kali luntur disini, tapi admin/ownernya anti kritik, gak mau bertanggung jawab secara materi/bahkan gak ngasih solusi. Alasannya selalu BAJU SUDAH LUNTUR DARI AWAL padahal TIDAK ADA BUKTI FOTO bahwa baju sudah luntur dari awal. Gak professional",0
"Mahal banget, nyesel banget udah mempercayakan laundry disini, harganya ga ngotak",0
Mahalnya kebangetan laundry dikit abisnya malah bkin dompet menangis,0
jelek banget pelayanan nya,0
Baju saya luntur. Yang berwanra putih malah menjadi warna hitam.,0
Price nya too expensive because laundry kolor 1 pun kenanya 5kg dan one day service or no its same price. Honestly im very very disappointed,0
"Clothes decolourised. Pants and leggings not clean. Shirt from white become yellowis. Overcharging, WHATSAPP admin blame the customer",0
i dont recommended this laundry,0
"Nggak profesional. Baju saya sudah dua kali kena luntur di sini, nggak ada niat baik untuk ganti rugi atau memberi kompensasi. Malah banyak alasan yang nggak bisa diterima. Saya yang disalahkan sebagai customer. Lalu, mereka lepas tanggung jawab begitu saja. Not recommended pokoknya.",0
"Kecewa, karena harganya menurut saya nggak standar, harusnya ga semuanya dikasih minimal order, kalau kayak gitu caranya serasa dibohongi",0
JANGAN MAU LAUNDRY DI SINI YA. Ga rapih sama sekali. Pas komplen dibilang sudah sesuai SOP. Padahal baju kusut semua,0
ITS NOT RECOMENDED LAUNDRY!! VERY POOR QUALITY. EMANG LAUNDRY NYA AJA YANG GAK BISA JAGA KEBERSIHAN KOTOR JOROK,0
"Mahal Doang cepet sih, tapi kagak ada bersih bersih nya, parah banget kalo soal kebersihan, itu yang gosok ga liat apa gimana?? noda coklat doank kagak hilang, ga rekomen asli,",0
"Karyawannya ga ramah, saya tegur saya tanya malah langsung marah marah ngegas, ngomongnya nyrocos kayak kereta",0
"Kaget banget , mau gajadi juga ga enak tapi yang pasti pricenya bener bener ga normal dan malah bkin bertanya tanya, ga mutu banget",0
"Good impression diawal dan bad impression diakhir. 2x saya cuci express, pertama ada kelebihan baju orang saya masih maklum dan kedua tas gak dicuci. CS menjelaskan via WA tp seperti gak terima dgn kritik dari konsumen dan terkesan ngeles",0
"Masih kurang bersih di beberapa baju, pengait celana saya hilang, padahal sebelum di laundry masih Ada dua",0
"Ambil paket express 6 jam dgn harga 12rb / kg. Ditaruh jam 20.30an malam dijanjikan jadi jam 13.00 siang. Datang sekitar jam 14.00 trnyata masih blm jadi dgn alasan mati lampu jadi molor. infonya ada yg paket express 3 jam, tapi setelah datang ternyata tidak ada.",0
"Semuanya bagus (responsif chatnya, harganya sesuai, anter jemput lagi, hehe). Tapi ada barangku yg belum balik, entah ketinggalan atau ketuker",0
Beberapa baju kena pemutih spertinya jadi agak luntur,0
"Bagus harganya, bagus kualitas cucunya hanya saja pengantaran tidak tepat waktu ",0
Perlu di tingkat kan kembali pelayanannya,0
Pekerjaannya tidak tepat waktu,0
"Packagingnya kurang bagus, saat hujan packagingnya mudah rusak karena modelnya paper bag.",0
"Semoga bisa jemput antar ya ga full terus, sad",0
"Konsepnya unik, harga per kilo lumayan mahal dipisah kena biaya tambahan lagi",0
Minimal 3 kg dan terkadang selesainya molor.,0
Layanan begitu. Saya harus kembali untuk kedua kalinya ,0
Kurang bersih kadang nyucinya,0
"Sepertinya harus pikir ulang buat kerjasama dengan homestay ku, tidak on time, tamu yang laundry kecewa.",0
Ambil paket ekspress yang 6 jam. Pas datang belum siap paketnya dan baju juga ada noda. cara penanganan masalahnya kita tidak puas karena tidak profesional.,0
"Udah lebih sehari ngambilnya, masih belum jadi, setrikanya asal banget hampir kayak ga disetrika, parah",0
Baju-baju ku kena lunturan,0
"Yang super sehari rampung gak worth, beberapa pakaian masih ada yang bau dan kotor.",0
Too expensive for jogja price!,0
"Bra yang tadinya berbentuk jadi rusak, flat semua, harga expressnya juga jauh lebih mahal dari laundry laundry lain",0
Tidak ramah sama sekali. Maaf sekali saja kesana.,0
Dirty machine destroyed white dress,0
"tempat memang rapih dan nyaman, tapi untuk hasil kurang rapih, nggak disediain kantong, pakai kantong yang kita bawa, terlalu ngepres plastik ya, jadi pakaian kusut, emang wangi tapi kusut lecek, terlalu mahal, dan nggak sesuai hasilnya.",0
"Ditungguin, di chat terus terusan ga di respon, pengantaran telat",0
Nggak nemu,0
"No photos of weighing results, late delivery, and give a command to weighing itself",0
"Terakhir laundry disini tanggal 2 mei total 49 pcs ambil one day di anter 4 mei pagi, pembayaran transfer, sekalinya bongkar baju tinggal 43 pcs. Sudah dikasih waktu untuk cari tapi tidak ada respon pemberitahuan apapun. ",0
"Maaf, menurut saya harga drayclean 1 stel jas sekian ini cukup mahal, karena di laundry ternama sebelah tidak sampai sekian ini.",0
"harganya mahal, nggak sesuai dengan upah",0
Tempat ini Sudah pindah di area timoho. jadi untuk Pelanggan setia clean pro diharap cari lokasi lain. sudah pindah tidak pernah di perbarui,0
"bilangnya buka 24jam pas di datangin ternyata tutup, infonya nggak update banget.",0
SUDAH TUTUP !,0
Already closed. but still there in google map. need to update the map,0
The staff member gave me a dirty basket so I had to rewash my clothes and every time I took it out of the washing machine it was getting dirtier and dirtier. I am sure my white clothes are totally damaged. This place is also just way too expensive for Asian prices. I am so disappointed and frustrated. Save yourself the time and money and find another place to do your laundry.,0
Closed don't go,0
"Udah tutup, udah pindah tempat kayaknya",0
"Pelayananya tidak sebagus cleanpro cabang lainnya, disamping lokasinya juga sering berbau jadi tidak nyaman",0
"Layanan bersih, ramah dan sepadan dengan harganya",1
"Bagus, cukup rata dan bersih",1
Layanan bagus,1
Lebih dari harga.,0
"laundry 2 hari tapi beresnya 4 hari, kalo dari awal ga bisa 2 hari harusnya bilang dong",0
Adminnya tidak fast respon,0
"Hasil nya jelek, baju saya semua robek karena penjepit tanda nama nya, sampai di jepit dua kali, terlalu mahal, tidak bersih, sangat tidak puas",0
"Kecewa dengan pelayanan nya, tidak recommended",0
Benar buruk sekali.,0
"Laundry nya selalu telat,hasilnya jelek",0
Sangat melelahkan,0
